[轉發] 大同公司111年菁英獎學金辦法,大同菁英獎學金申辦說明.pdf
[轉發][銘傳大學]本校資訊學院訂於2023年3月17日(星期五)舉辦「2023資訊科技與實務研討會」,1119922704.pdf
[轉發][嘉藥學校財團法人嘉南藥理大學] 有關本校多媒體與遊戲發展系與成功大學資通安全研究與教學中心共同辦理「2022 金象盃全國大數據實務能力競賽」南區初賽活動,嘉藥0926.pdf
[轉發]檢送車輛中心「菁英培育獎助計畫」廣宣資料,公文.doc
[轉發]檢送車輛中心「菁英培育獎助計畫」廣宣資料,菁英培育獎助學金計畫.docx
金融科技與資訊工程產業碩士專班相關規章及表格,金融科技與資訊工程產業碩士專班修業規定.pdf
金融科技與資訊工程產業碩士專班相關規章及表格,金融科技產碩專班特殊因素選課申請單.odt
金融科技與資訊工程產業碩士專班相關規章及表格,金融科技產碩專班課務相關事項(新生請詳閱)202106版.pdf
金融科技與資訊工程產業碩士專班相關規章及表格,金融科技產碩專班學分抵免注意事項.odt
金融科技與資訊工程產業碩士專班相關規章及表格,金融科技產碩專班至外系修課申請單.odt
金融科技與資訊工程產業碩士專班相關規章及表格,指導教授同意書2022511.odt
金融科技與資訊工程產業碩士專班相關規章及表格,資訊工程學系金融科技與資訊工程產業碩士專班課程規劃0812.pdf
金融科技與資訊工程產業碩士專班相關規章及表格,金融科技產碩專班研究生手冊202208.pdf
國立成功大學資訊工程學系場地設備借用管理要點,{最新}國立成功大學資訊工程學系場地設備借用管理要點1100513.odt
111上博士資格考公告,111.11資格考公告.doc
111上博士資格考公告,111.11資格考公告.odt
[轉發][競賽訊息]新興科技「AI智慧桌球大比乒」比賽辦法如附件，歡迎報名。,公文列印.pdf
[轉發]【富邦慈善基金會-2022潛力之星獎學金計畫】,image001 (2).pdf
趨勢科技2023研發替代役暨預聘徵才說明會資訊,image004.pdf
112學年度醫學資訊研究所招生資訊,112醫資所推甄20220919-1.pdf
[轉發]南亞科技股份有限公司《2022未來之星獎學金》,image002.pdf
[轉發]南亞科技股份有限公司《2022未來之星獎學金》,未來之星-中文版.pdf
[轉發]南亞科技股份有限公司《2022未來之星獎學金》,未來之星-中英文版.pdf
[轉發]【競賽資訊分享】2022創新創業競賽,宣傳內容.docx
[轉發]【競賽資訊分享】2022創新創業競賽,宣傳內容.odt
[轉發]【競賽資訊分享】2022創新創業競賽,2022中正大學全國大專院校創新創業競賽＿宣傳海報.pdf
[轉發] <2023 NXP 恩智浦半導體實習生計畫>,Online Events.pdf
[轉發] <2023 NXP 恩智浦半導體實習生計畫>,image003.pdf
[轉發] <2023 NXP 恩智浦半導體實習生計畫>,NXP Semiconductors Taiwa n Ltd.台灣恩智浦半導體股份有限公司.pdf
[轉發] <2023 NXP 恩智浦半導體實習生計畫>,2023 Internship Program Timeline.pdf
[大學部_研究所] 特殊因素選課表(加退選單),特殊因素補棄選單-2022版.doc
[轉發]成大製造所招生海報(乙組),112_______ 乙組甄試海報.pdf
[轉發]國立彰化師範大學語文中心開設「111年秋季外語課程」,WebFile.ashx.pdf
[轉發]成大製造所招生海報(甲組),112_______ 甲組甄試海報.pdf
[轉發]【災害防救重要提醒】連日地震，提醒注意安全,1110918地震安全提醒-1.pdf
[轉發]成大製造所招生海報(丙組),112_______ 丙組甄試海報.pdf
[轉發]【獎學金資訊】美律科技人才培育金申請倒數中！同學們快來領12萬獎學金、畢業又有好工作！,2022_______ 育金_獎助職務.pdf
[轉發]【獎學金資訊】美律科技人才培育金申請倒數中！同學們快來領12萬獎學金、畢業又有好工作！,2022________ 才培育金申請辦法.pdf
[轉發]【獎學金資訊】美律科技人才培育金申請倒數中！同學們快來領12萬獎學金、畢業又有好工作！,image001 (3).pdf
恭賀!!資訊工程學系二年級甲班蔡聿善同學 (導師:涂嘉恒)參加第52屆全國技能競賽青年組榮登金榜,蔡聿善-111-09-17.pdf
111年度全國大專電腦軟體設計競賽於9月1日起於活動網站開放線上報名，歡迎同學踴躍報名參加！,EDM.pdf
[轉發]獎助大學研究生撰寫蒙藏研究論文申請公告周知,scan@email.ncku.edu.tw_20220916_141411.pdf
[轉發]【旺宏電子】112年應屆畢業研究生(研替役/預聘)校園徵才說明會,____112________ ______-____.pdf
[轉發]成大_聯發科技IC設計學程說明會eDM,成功大學EDM.pdf
[轉發]「111年度防制校園霸凌理論與實務北區研討會」徵稿訊息,scan@email.ncku.edu.tw_20220914_101017.pdf
[轉發]日月光菁英培育獎學金(111學年版本),____ 獎學金_2022宣傳091 2_(Security C).pdf
[轉發]日月光菁英培育獎學金(111學年版本),_____ 體2022年獎學金申請 ___202 20906_(Security C).pdf
111學年度新生手冊,111資訊研究所新生 202208.pdf
專題討論與資工與與醫資導論上課規定,seminar上課規定.doc
專題討論與資工與與醫資導論上課規定,seminar上課規定.odt
賀！本系韓岱融同學參加科技部尋找資安女婕思2022 GiCS競賽榮獲第二名,0906-01.pdf
111學年度第一學期資工與醫資導論上課資訊與評分標準,課表.pdf
"[轉發]論文徵稿中: 2023 International VLSI Symposium on Technology, Systems and Applications  請鼓勵學生踴躍申請獎學金(近期消息)0907寄",2023 VLSITSADAT_CFP_final.pdf
[轉發]【競賽徵件倒數 9/12截止】2022 數位科技解決方案競賽，總獎金達270萬並有機會獲得場域實證機會！,image001 (4).pdf
[轉發]【競賽徵件倒數 9/12截止】2022 數位科技解決方案競賽，總獎金達270萬並有機會獲得場域實證機會！,image002 (1).pdf
[轉發](延長截止期限)青藤學程獎學金 申請辦法+申請表,青藤學程獎學金 申請表 FINAL 20220705.odt
[轉發](延長截止期限)青藤學程獎學金 申請辦法+申請表,成功大學 青藤學程獎學金申請辦法 20220706.pdf
[轉發](延長截止期限)青藤學程獎學金 申請辦法+申請表,青藤學程獎學金 申請表 FINAL 20220705.docx
[轉發]【戴爾科技集團 徵才線上說明會】,_______2023____ 線上說明會_學校協助曝光.pdf
[轉發]【戴爾科技集團 徵才線上說明會】,220826_Dell_120 0x1200_學校宣傳.pdf
[轉發]轉寄電資學院訊息:NCKU EECS Online Course Videos for International Students (non-credit courses),form.pdf
[轉發]轉達軍訓室通知：請賃居校外之學生至導生E點通填寫「校外賃居系統」自評表,image001 (5).pdf
[Seminar] 111學年度 第一學期演講資訊,111上演講表.xls
[Seminar] 111學年度 第一學期演講資訊,111上演講表.ods
[轉發]羅東博愛醫院111年第2次獎助學金開始受理申請-請鼓勵學生踴躍申請獎學金(近期消息)0907寄,____ 網址及QR  Code.pdf
[轉發]羅東博愛醫院111年第2次獎助學金開始受理申請-請鼓勵學生踴躍申請獎學金(近期消息)0907寄,111年第2次 獎助學金海報.pdf
[轉發]羅東博愛醫院111年第2次獎助學金開始受理申請-請鼓勵學生踴躍申請獎學金(近期消息)0907寄,111__2_____-_ 請聲明暨文件檢核表.pdf
[轉發]羅東博愛醫院111年第2次獎助學金開始受理申請-請鼓勵學生踴躍申請獎學金(近期消息)0907寄,獎助學金實施 __-111 0830(___).pdf
111學年度新生手冊,111資訊研究所新生 202208 (1).pdf
資訊產碩專班相關規章及表格,資訊產碩專班課務相關事項(新生請詳閱).pdf
資訊產碩專班相關規章及表格,資訊產碩專班學分抵免注意事項.odt
資訊產碩專班相關規章及表格,資訊產碩專班至外系修課申請單.odt
資訊產碩專班相關規章及表格,資訊產碩專班特殊因素選課申請單.odt
資訊產碩專班相關規章及表格,資訊產碩專班指導教授同意書.odt
資訊產碩專班相關規章及表格,資訊產業碩士專班修業規定(系務會議20220222通過).pdf
[轉發]大學部代宣傳「EMI課程-永續發展」(1學分),sustainable development syllabus.pdf
111學年度三所老師可收碩士生名單,111老師可收學生名單.pdf
[轉發]【2023 台積電預辦登積計畫】我們要前進校園了！,image003 (2).pdf
[轉發]【2023 台積電預辦登積計畫】我們要前進校園了！,image004 (1).pdf
[轉發](產創總中心)產業趨勢論壇與分享交流茶會,文宣.pdf
[轉發]晶元光電獎助學金已開放申請,2022________ 學金第二次申請DM.pdf
恭賀!!莊坤達老師指導學生丁羅邦芸獲得111年度Grand Review博士生暨博士後研究學術競賽-博士生傑出獎,【得獎名單】111年度Grand Review博士生暨博士後研究學術競賽 (00000003).pdf
恭賀!!謝孫源老師指導學生鄭敦維獲得111年度Grand Review博士生暨博士後研究學術競賽-博士後傑出獎​,【得獎名單】111年度Grand Review博士生暨博士後研究學術競賽 (00000003) (1).pdf
[轉發]培育優秀海洋事務研究人才，本會即日起至111年10月31日止公開徵求112年度大專校院學生專題研究計畫,scan@email.ncku.edu.tw_20220901_151049.pdf
徵行政助教,徵行政助教 (2).odt
徵行政助教,徵行政助教.doc
[轉發]【 2022財團法人慶恩教育基金會綠色科技論文獎】 [報名時間展延至9/20，畢業證書於10/31截止補件],2022_慶恩論文格式規範.odt
[轉發]【 2022財團法人慶恩教育基金會綠色科技論文獎】 [報名時間展延至9/20，畢業證書於10/31截止補件],2022_慶恩報名相關文件.odt
[轉發]【 2022財團法人慶恩教育基金會綠色科技論文獎】 [報名時間展延至9/20，畢業證書於10/31截止補件],2022_慶恩報名相關文件.docx
[轉發]【 2022財團法人慶恩教育基金會綠色科技論文獎】 [報名時間展延至9/20，畢業證書於10/31截止補件],2022_慶恩論文格式規範.docx
[轉發]【 2022財團法人慶恩教育基金會綠色科技論文獎】 [報名時間展延至9/20，畢業證書於10/31截止補件],2022年慶恩基金會綠色科技論文獎活動辦法_展延至9月20日.pdf
[轉發]【 2022財團法人慶恩教育基金會綠色科技論文獎】 [報名時間展延至9/20，畢業證書於10/31截止補件],2022年慶恩海報.pdf
"更新111學年入學學生手冊, 詳如附件(8/28第一次公告)",111學年度大學部學生手冊_111.08.30.pdf
[轉發]【行政院國家資通安全會報技服中心】111年資安系列競賽活動推廣_國立成功大學,004_資安系列競賽公文.pdf
[轉發]【行政院國家資通安全會報技服中心】111年資安系列競賽活動推廣_國立成功大學,111年資安技能金盾獎競賽要點.pdf
[轉發]【行政院國家資通安全會報技服中心】111年資安系列競賽活動推廣_國立成功大學,111年資安海報徵選要點.pdf
[轉發]【行政院國家資通安全會報技服中心】111年資安系列競賽活動推廣_國立成功大學,111年資安影片徵選要點.pdf
[轉發]【行政院國家資通安全會報技服中心】111年資安系列競賽活動推廣_國立成功大學,111年資安系列競賽-海報.pdf
[轉發]【統一資訊2023年專業技術培訓計畫】,2023海報V5.pdf
"111(1)資訊工程倫理與生涯規劃上課表如附件-暫定版, 請隨時注意公告新增演講時段, 謝謝",111資訊倫理與生涯規劃上課週表公告_暫定版.pdf
"111學年【洪肇奎博士獎助學金】 即日起至9/21, 開放申請,每名每年二萬元。原則上電機系、資工系各二名及台文系、工科系(主修資訊科技同學)各一名，總共六名。但各系名額得視情形互相移用",獎學金空白申請表-洪肇奎博士紀念獎學金.doc
"111學年度上學期【64級系友獎學金】申請, 即日起至9/21, 請各位同學踴躍申請",家境清寒具體說明書.docx
"111學年度上學期【64級系友獎學金】申請, 即日起至9/21, 請各位同學踴躍申請",清寒程度審核表.doc
"111學年度上學期【64級系友獎學金】申請, 即日起至9/21, 請各位同學踴躍申請",獎學金空白申請表-電機系64級系友獎學金-111.04.19.doc
"111學年度上學期【64級系友獎學金】申請, 即日起至9/21, 請各位同學踴躍申請",64級系友獎學金公告_updated 111.08.28.docx
[轉發]【亞洲藏壽司】學生求職推廣相關,藏壽司儲備幹部.pdf
[轉發]【亞洲藏壽司】學生求職推廣相關,亞洲藏壽司PT海報.pdf
[轉發]【日月光環保永續基金會】第九屆環保學術碩博士論文獎助,【獎助辦法】第九屆日月光環保學術碩博士論文獎助辦法.pdf
[轉發]【日月光環保永續基金會】第九屆環保學術碩博士論文獎助,日月光環保學術碩、博士論文獎助切結書.pdf
[轉發]【日月光環保永續基金會】第九屆環保學術碩博士論文獎助,日月光環保學術碩、博士論文獎助辦法.pdf
敬邀研究所新生家長參加成功大學資訊工程學系/醫學資訊研究所/人工智慧科技碩士學位學程/金融科技產碩專班111學年度新生家長座談會,新生家長座談會邀請信_111.08.17.doc
敬邀研究所新生家長參加成功大學資訊工程學系/醫學資訊研究所/人工智慧科技碩士學位學程/金融科技產碩專班111學年度新生家長座談會,新生家長座談會邀請信_111.08.17.odt
敬邀大學部新生家長參加成功大學資訊工程學系111學年度新生家長座談會,邀請信-大學部_111.08.17.doc
敬邀大學部新生家長參加成功大學資訊工程學系111學年度新生家長座談會,邀請信-大學部_111.08.17.odt
(重新公告) (碩一新生)請上網填寫大學基礎課修課資訊,外籍生基礎課程認定表(資訊).odt
(重新公告) (碩一新生)請上網填寫大學基礎課修課資訊,外籍生基礎課程認定表(資訊)英文.odt
(重新公告) (碩一新生)請上網填寫大學基礎課修課資訊,外籍生基礎課程認定表(AI).odt
(重新公告) (碩一新生)請上網填寫大學基礎課修課資訊,外籍生基礎課程認定表(AI)英文.odt
(重新公告) (碩一新生)請上網填寫大學基礎課修課資訊,外籍生基礎課認定表(醫資所).odt
(重新公告) (碩一新生)請上網填寫大學基礎課修課資訊,外籍生基礎課認定表(醫資所)英文.odt
[轉發]【UR大學部研究】111年度實體系列活動,(final)111UR海報_page-0001(小).pdf
[大學部] 畢業生離校手續,離校程序單_111.01.05.doc
[大學部] 畢業生離校手續,資訊系大學部同學離校手續流程-111.07.08.docx
[轉發]教育部獎助生命教育碩博論文及期刊論文要點,scan@email.ncku.edu.tw_20220816_152534.pdf
[轉發]2022財團法人慶恩教育基金會綠色科技論文獎,2022會綠色科技論文獎活動辦法.pdf
[轉發]2022財團法人慶恩教育基金會綠色科技論文獎,相關文件.docx
[轉發]2022財團法人慶恩教育基金會綠色科技論文獎,相關文件.odt
[轉發]2022財團法人慶恩教育基金會綠色科技論文獎,格式規範.docx
[轉發]2022財團法人慶恩教育基金會綠色科技論文獎,格式規範.odt
[研究所]-AI學程離校手續單更新,離校手續單(AI)11106.doc
[研究所]-AI學程離校手續單更新,離校手續單(AI)11106.odt
[轉發]第一屆沙崙資安新秀大賽,2022甄選公告暨參賽說明.pdf
恭喜！陳培殷老師榮獲 110 學年度之輔導優良導師, 110 學年度之輔導傑出導師獲獎名單.pdf
[轉發]本校111年度科林研發論文獎暨傑出科技獎學金,公告函-含附件.pdf
[轉發](衛生福利部) (延長徵件)111年親密關係精神暴力微電影徵件活動,R - 2022-08-12T153813.179.PDF
[轉發]CloudMile萬里雲實習資訊,校園實習計畫.pdf
[轉發][研發處徵件]111年「大學生專題研究成果」海報競賽暨海報展,摘要範本.odt
[轉發]8/30前，申請2022達興材料研究生獎學金,2022獎學金申請辦法與表單.doc
[轉發]8/30前，申請2022達興材料研究生獎學金,2022獎學金申請辦法與表單.odt
[轉發]8/30前，申請2022達興材料研究生獎學金,2022獎學金QA.PDF
[轉發](國家住宅及都市更新中心) 檢送「國家住宅及都市更新中心學生實務專題研究獎助實施計畫」,R - 2022-08-10T145527.963.PDF
[轉發]歡迎申請ASML 2022 菁英獎學金,ASML 2022 菁英獎學金 熱烈報名中.docx
[轉發]歡迎申請ASML 2022 菁英獎學金,ASML 2022 菁英獎學金 熱烈報名中.odt
111學年大學部轉系生學分抵免公告,轉系課程抵免公告.pdf
111學年大學部轉系生學分抵免公告,修課規定公告整理.docx
[轉發]第九屆日月光環保學術碩、博論文獎助辦法公告周知,scan@email.ncku.edu.tw_20220808_114741.pdf
[轉發]檢送行政院環境保護署製作2部「笑氣危害知多少」影片，歡迎自行運用並轉知所屬，請查照。,R - 2022-08-08T131339.007.PDF
[大學部]-資訊工程學系學分抵免審核申請表,學分抵免申請表-資訊系.odt
[大學部]-學生修課注意事項~含畢業學分規定及等同課程表,資訊系修課注意事項_110.05.11系務會議議修訂完成.docx
[大學部]-學生修課注意事項~含畢業學分規定及等同課程表,01-國立成功大學資訊工程學系必修課等同課程表-已更新_111.08.08.xlsx
國立成功大學資訊工程學系 學生修課注意事項及等同課程表,資訊系修課注意事項_110.05.11系務會議議修訂完成 (1).docx
國立成功大學資訊工程學系 學生修課注意事項及等同課程表,01-國立成功大學資訊工程學系必修課等同課程表-已更新_111.08.08 (1).xlsx
[轉發]校資組誠徵專案工讀生(新版應徵公告),研發處校務資料組誠徵工讀生1110805.docx
[轉發]校資組誠徵專案工讀生(新版應徵公告),研發處校務資料組誠徵工讀生1110805.odt
[轉發]函轉行政院環境保護署辦理「第3屆綠色化學應用及創新獎」活動來函1份,R - 2022-08-03T164345.169.PDF
[轉發]亞德客有美助學金[大一新生]、社會實踐公益服務活動補助申請開始,亞德客獎助學金辦法(111.8.01)_新生.pdf
[轉發]亞德客有美助學金[大一新生]、社會實踐公益服務活動補助申請開始,亞德客社會實踐公益服務活動( 111.02.08).pdf
[轉發]亞德客有美助學金[大一新生]、社會實踐公益服務活動補助申請開始,111公益服務活動補助空白申請表_new.odt
[轉發]亞德客有美助學金[大一新生]、社會實踐公益服務活動補助申請開始,111上獎學金空白申請表_new111.07.25.odt
"請碩一新生檢查大學基礎課是否修過(含復學生,僑生,外籍生,陸生)",外籍生基礎課程認定表( 醫資所)_英文.odt
"請碩一新生檢查大學基礎課是否修過(含復學生,僑生,外籍生,陸生)",外籍生基礎課程認定表( AI)_英文.odt
"請碩一新生檢查大學基礎課是否修過(含復學生,僑生,外籍生,陸生)",外籍生基礎課程認定表(資訊)_英文.odt
"請碩一新生檢查大學基礎課是否修過(含復學生,僑生,外籍生,陸生)",外籍生基礎課程認定表(資訊) (1).odt
"請碩一新生檢查大學基礎課是否修過(含復學生,僑生,外籍生,陸生)",外籍生基礎課程認定表(AI) (1).odt
"請碩一新生檢查大學基礎課是否修過(含復學生,僑生,外籍生,陸生)",外籍生基礎課認定表(醫資所) (1).odt
請新生檢查大學基礎課是否修過(產碩專班、AI學程),外籍生基礎課程認定表(AI) (2).odt
請新生檢查大學基礎課是否修過(產碩專班、AI學程),外籍生基礎課程認定表(AI)_英文 .odt
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,2_Nominees List.ods
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,01_Application Guide for Students_FallWinter2022.odt
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,2_Nominees List.xlsx
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,CourseCode88A068_OU 2022 Climate Change in Asia Pacific - Science and So....pdf
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,CourseCode88A065_Osaka University Anniversary Lecture .pdf
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,CourseCode88A071_Course Outline CES 2022 (Virtual Study Abroad).pdf
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,1_OsakaUniv_VSA_guideline.pdf
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,01_T-cens Manual.pdf
[轉發]【國際處國際教育組】大阪大學線上課程報名資訊及課綱,01_Application Guide for Students_FallWinter2022.docx
工業局數據計畫舉辦之【2022數據合作實驗室-數據競賽】熱烈徵隊中!!!!收件至下周一 8/1 上午9點!!!,海報2.pdf
工業局數據計畫舉辦之【2022數據合作實驗室-數據競賽】熱烈徵隊中!!!!收件至下周一 8/1 上午9點!!!,海報1.pdf
工業局數據計畫舉辦之【2022數據合作實驗室-數據競賽】熱烈徵隊中!!!!收件至下周一 8/1 上午9點!!!,組隊報名-操作步驟說明簡報.pdf
工業局數據計畫舉辦之【2022數據合作實驗室-數據競賽】熱烈徵隊中!!!!收件至下周一 8/1 上午9點!!!,數據競賽說明簡報-最新版_compressed.pdf
[轉發]校資組誠徵專案工讀生,研發處校務資料組誠徵工讀生1110728.docx
[轉發]校資組誠徵專案工讀生,研發處校務資料組誠徵工讀生1110728.odt
[研究所]-資工所/醫資所離校手續單更新,離校手續單11101.odt
[研究所]-資工所/醫資所離校手續單更新,離校手續單(醫資所)11101.odt
[轉發]電腦公會舉辦「2022臺灣教育科技展」,scan@email.ncku.edu.tw_20220726_101024.pdf
[轉發][環安衛]轉知衛生福利部疾病管制署製作「藥癮減害與藥愛防治」衛教宣導品,R - 2022-07-27T091617.478.PDF
資訊工程所博士班學分承認與抵免辦法,資訊工程所博士班學分承認與抵免辦法(1080319).odt
教務-免修資工與醫資導論認證,12555862012.doc
教務-免修資工與醫資導論認證,12555862012.odt
111學年度新生抵免注意事項,資訊系學分抵免注意事項1110712.doc
111學年度新生抵免注意事項,醫資所學分抵免注意事項1110712.doc
111學年度新生抵免注意事項,資訊所碩士班學分承認及抵免辦法1070626.doc
111學年度新生抵免注意事項,國立成功大學醫學資訊研究所碩士班學分承認及抵免辦法1101102.docx
111學年度新生抵免注意事項,資訊系學分抵免注意事項1110712.odt
111學年度新生抵免注意事項,醫資所學分抵免注意事項1110712.odt
111學年度新生抵免注意事項,資訊所碩士班學分承認及抵免辦法1070626.odt
111學年度新生抵免注意事項,國立成功大學醫學資訊研究所碩士班學分承認及抵免辦法1101102.odt
111學年度新生抵免注意事項,國立成功大學醫學資訊研究所碩士班學分承認及抵免辦法1101102 (1).odt
111學年度新生抵免注意事項,資訊所碩士班學分承認及抵免辦法1070626 (1).odt
111學年度新生抵免注意事項,醫資所學分抵免注意事項1110712 (1).odt
111學年度新生抵免注意事項,資訊系學分抵免注意事項1110712 (1).odt
111學年度新生抵免注意事項,國立成功大學醫學資訊研究所碩士班學分承認及抵免辦法1101102 (1).docx
111學年度新生抵免注意事項,資訊所碩士班學分承認及抵免辦法1070626 (1).doc
111學年度新生抵免注意事項,醫資所學分抵免注意事項1110712 (1).doc
111學年度新生抵免注意事項,資訊系學分抵免注意事項1110712 (1).doc
資訊所碩士班學分承認及抵免辦法,資訊工程所學分承認及抵免辦法(1070921).odt
[轉發][研發處徵件]111年「大學生專題研究成果」海報競賽暨海報展,報名QRcode.pdf
(延長收件-第1次)國立成功大學資訊工程系 誠徵專任教師,資訊工程學系新聘教師表格-姓名 (4).doc
111上博士資格考開始受理申請,資格考申請表.odt
111上博士資格考開始受理申請,資格考申請表.doc
111學年度成大資訊工程系/醫學資訊所碩士新生報到注意事項,切 結 書.pdf
111學年度成大資訊工程系/醫學資訊所碩士新生報到注意事項,棄權書.pdf
誠徵資訊系碩專班行政助教,碩專班應徵助教.odt
[轉發]美律2022科技人才培育金申請開跑囉！,海報.pdf
恭喜！陳培殷老師及蘇文鈺老師榮獲110學年度「教學創新-線上教學」優良教師,110學年度教學創新與大學社會責任特優教師得獎名單.pdf
恭喜！陳培殷老師榮獲110學年度教學特優教師,110學年度教學傑出及優良教師名單.pdf
[轉發]【中經院】誠摯邀請「後疫情時代南臺灣產業再發展與新興產業發展趨勢」研討會（屏東場）,屏東場研討會會議資訊(學界邀請)_page-0001.pdf
"公告112級大學部資訊專題展得獎名單,得獎組別的同學請於開學後至系辦公室領取獎狀",112級專題展得獎公告.docx
[轉發]2022 陳文成教授紀念基金會 - 社會關懷獎學金,2022_Scholarship_Application_Form.pdf
110學年度下學期 資訊系 預研生錄取名單公告,110學年度下學期 資訊系 預研生錄取名單公告_111.07.13.pdf
[轉發]【資策會】【2022數據合作實驗室-城市數據競賽】參賽文件提供，7/17繳交截止，敬請把握最後參加機會~!,競賽海報_工作區域 1.pdf
[轉發]【資策會】【2022數據合作實驗室-城市數據競賽】參賽文件提供，7/17繳交截止，敬請把握最後參加機會~!,組隊報名-操作步驟說明簡報 (1).pdf
[轉發]【資策會】【2022數據合作實驗室-城市數據競賽】參賽文件提供，7/17繳交截止，敬請把握最後參加機會~!,數據競賽說明簡報_compressed.pdf
[轉發]德國 DAAD 人工智慧博士後研究交流參訪之旅獎學金 開始接受申請,2022 DAAD Networking Tour.pdf
[轉發]<2023台積電徵才>預辦登積計畫：資工／IC Design人才招募說明會,海報_compressed.pdf
[轉發]【獎學金申請達人經驗分享會】活動資訊,研發處海報final_compressed.pdf
"更新3:111級 資訊系大學部同學離校手續流程, 詳見附檔",資訊系大學部同學離校手續流程-111.07.08.docx
【賀】本系學士班、碩士班、博士班系所自我評鑑自辦品質保證認定通過6年,110014035資訊工程學系.pdf
[轉發]美商迅馳半導體徵才,Careers at Tensorcom-t.docx
[轉發]美商迅馳半導體徵才,Careers at Tensorcom-t.odt
 期刊論文與會議論文點數,會議論文點數表(1101019).ods
 期刊論文與會議論文點數,期刊論文點數表(1110531).ods
[轉發]2022北祥黑客松「Pershing Techathon有點意思」活動邀請信,PTSC-2022-Techathon-EDM.pdf
[轉發]2022全國大專校院智慧創新暨跨域整合創作競賽報名快截止囉！,2022智慧創新競賽海報.pdf
[轉發]2022全國大專校院智慧創新暨跨域整合創作競賽報名快截止囉！,2022全國大專校院智慧創新暨跨域整合創作競賽須知.pdf
[轉發]2022綠色創意挑戰賽說明會──改變，從金選綠10開始！,111年「亞洲金選獎綠色創意挑戰賽」競賽簡章 - CH.pdf
[轉發]電機資訊學院誠徵網頁美編設計工讀生1名,成功大學電機資訊學院工讀生履歷表(網頁美編).odt
[轉發]電機資訊學院誠徵網頁美編設計工讀生1名,成功大學電機資訊學院工讀生履歷表(網頁美編).doc
"[大學部]-至他班上課確認表-請要換班上課的同學下載 [學生因故至他班上課確認表( 105.09.23更新 )]並取得授課老師同意簽章, 簽完後仍須自行完成選課程序, 方能""選修""到課程哦",oc.odt
"[大學部]-至他班上課確認表-請要換班上課的同學下載 [學生因故至他班上課確認表( 105.09.23更新 )]並取得授課老師同意簽章, 簽完後仍須自行完成選課程序, 方能""選修""到課程哦",學生因故至他班上課確認表.doc
"[大學部]-至他班上課確認表-請要換班上課的同學下載 [學生因故至他班上課確認表( 105.09.23更新 )]並取得授課老師同意簽章, 簽完後仍須自行完成選課程序, 方能""選修""到課程哦",學生因故至他班上課確認表 (1).doc
